ID;Organisation;Sector;Subsector;Service;Province_CODE;Municipality_CODE;Barangay;Status;Beneficiaries;Beneficiary_type;Place Name;Activity;Quantity;Unit;Start Date;End Date;Month;Region
742;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Tubod;Finished;22;Individuals;Chapter Base;RFL;22;Individuals;25-Jun-2017;25-Jun-2017;June;Region 10
746;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;9;individuals;Iligan City National School of Fisheries;RFL;9;individuals;27-Jun-2017;27-Jun-2017;June;Region 10
770;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;1;individual;Buru-Un Gym;RFL;1;individual;27-Jun-2017;27-Jun-2017;June;Region 10
789;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;5;individuals;Iligan City National School of Fisheries;RFL;5;individuals;28-Jun-2017;28-Jun-2017;June;Region 10
804;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Santa Elena;Finished;10;individuals;Sta. Elena Evacuation Center;RFL;10;individuals;28-Jun-2017;28-Jun-2017;June;Region 10
826;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;13;individuals;Maria Cristina Gym;RFL;13;individuals;29-Jun-2017;29-Jun-2017;June;Region 10
853;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;6;individuals;Iligan City National School of Fisheries;RFL;6;individuals;30-Jun-2017;30-Jun-2017;June;Region 10
859;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;28;individuals;Maria Cristina Gym;RFL;28;individuals;30-Jun-2017;30-Jun-2017;June;Region 10
879;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;10;individuals;Iligan City National School of Fisheries;RFL;10;individuals;1-Jul-2017;1-Jul-2017;July;Region 10
907;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;35;individuals;Maria Cristina Gym;RFL;35;individuals;2-Jul-2017;2-Jul-2017;July;Region 10
910;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Santa Elena;Finished;2;individuals;Sta. Elena Evacuation Center;RFL;2;individuals;2-Jul-2017;2-Jul-2017;July;Region 10
919;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Santa Elena;Finished;3;individuals;Sta. Elena Evacuation Center;RFL;3;individuals;3-Jul-2017;3-Jul-2017;July;Region 10
920;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;28;individuals;Iligan City National School of Fisheries;RFL;28;individuals;3-Jul-2017;3-Jul-2017;July;Region 10
921;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;10;individuals;Maria Cristina Gym;RFL;10;individuals;3-Jul-2017;3-Jul-2017;July;Region 10
924;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Tubod;Finished;11;individuals;Chapter Base;RFL;11;individuals;3-Jul-2017;3-Jul-2017;July;Region 10
925;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;6;individuals;Buru-Un Gym;RFL;6;individuals;3-Jul-2017;3-Jul-2017;July;Region 10
929;ICRC;Welfare;RFL;Tracing;1035;103504;Santa Elena;Finished;3;individual;Sta. Elena Evacuation Center;RFL;3;individual;3-Jul-2017;3-Jul-2017;July;Region 10
930;ICRC;Welfare;RFL;Tracing;1035;103504;Buru-Un;Finished;19;individuals;Iligan City National School of Fisheries;RFL;19;individuals;3-Jul-2017;3-Jul-2017;July;Region 10
931;ICRC;Welfare;RFL;Tracing;1035;103504;Maria Cristina;Finished;10;individuals;Maria Cristina Gym;RFL;10;individuals;3-Jul-2017;3-Jul-2017;July;Region 10
958;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;24;individuals;Maria Cristina Gym;RFL;24;individuals;4-Jul-2017;4-Jul-2017;July;Region 10
959;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;15;individuals;Iligan City National School of Fisheries;RFL;15;individuals;4-Jul-2017;4-Jul-2017;July;Region 10
1068;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;7;individuals;Iligan City National School of Fisheries;RFL;7;individuals;8-Jul-2017;8-Jul-2017;July;Region 10
1074;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;39;individuals;Buru-Un Gym;RFL;39;individuals;8-Jul-2017;8-Jul-2017;July;Region 10
1094;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Santa Elena;Finished;21;individuals;Sta. Elena Evacuation Center;RFL;21;individuals;10-Jul-2017;10-Jul-2017;July;Region 10
1097;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;70;individuals;Buru-Un Gym;RFL;70;individuals;10-Jul-2017;10-Jul-2017;July;Region 10
1131;ICRC;Welfare;RFL;Tracing;1035;103504;Maria Cristina;Finished;1;individual;Maria Cristina Gym;RFL;1;individual;11-Jul-2017;11-Jul-2017;July;Region 10
1133;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;48;individuals;Buru-Un Gym;RFL;48;individuals;11-Jul-2017;11-Jul-2017;July;Region 10
1136;ICRC;Welfare;RFL;Tracing;1035;103504;Tubod;Finished;1;individual;Chapter Base;RFL;1;individual;11-Jul-2017;11-Jul-2017;July;Region 10
1161;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;63;individuals;Buru-Un Gym;RFL;63;individuals;12-Jul-2017;12-Jul-2017;July;Region 10
1185;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;18;individuals;Iligan City National School of Fisheries;RFL;18;individuals;13-Jul-2017;13-Jul-2017;July;Region 10
1191;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;16;individuals;Maria Cristina Gym;RFL;16;individuals;13-Jul-2017;13-Jul-2017;July;Region 10
1193;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;33;individuals;Buru-Un Gym;RFL;33;individuals;13-Jul-2017;13-Jul-2017;July;Region 10
1237;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;16;individuals;Maria Cristina Gym;RFL;16;individuals;15-Jul-2017;15-Jul-2017;July;Region 10
1238;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;20;individuals;Buru-Un Gym;RFL;20;individuals;15-Jul-2017;15-Jul-2017;July;Region 10
1271;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;49;individuals;Maria Cristina Gym;RFL;49;individuals;17-Jul-2017;17-Jul-2017;July;Region 10
1274;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Tibanga (Canaway);Finished;119;individuals;Tibanga Evacuation Center;RFL;119;individuals;17-Jul-2017;17-Jul-2017;July;Region 10
1275;ICRC;Welfare;RFL;Tracing;1035;103504;Tibanga (Canaway);Finished;4;individuals;Tibanga Evacuation Center;RFL;4;individuals;17-Jul-2017;17-Jul-2017;July;Region 10
1301;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;4;individuals;Iligan City National School of Fisheries;RFL;4;individuals;18-Jul-2017;18-Jul-2017;July;Region 10
1302;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;3;individuals;Maria Cristina Gym;RFL;3;individuals;18-Jul-2017;18-Jul-2017;July;Region 10
1304;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Tibanga (Canaway);Finished;66;individuals;Tibanga Evacuation Center;RFL;66;individuals;18-Jul-2017;18-Jul-2017;July;Region 10
1306;ICRC;Welfare;RFL;Tracing;1035;103504;Tubod;Finished;33;individuals;Chapter Base;RFL;33;individuals;18-Jul-2017;18-Jul-2017;July;Region 10
1307;ICRC;Welfare;RFL;Tracing;1035;103504;Tibanga (Canaway);Finished;7;individuals;Tibanga Evacuation Center;RFL;7;individuals;18-Jul-2017;18-Jul-2017;July;Region 10
1328;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Tibanga (Canaway);Finished;52;individuals;Tibanga Evacuation Center;RFL;52;individuals;19-Jul-2017;19-Jul-2017;July;Region 10
1356;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Tibanga (Canaway);Finished;66;individuals;Tibanga Evacuation Center;RFL;66;individuals;20-Jul-2017;20-Jul-2017;July;Region 10
1437;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;32;individuals;Buru-Un Gym;RFL;32;individuals;26-Jul-2017;26-Jul-2017;July;Region 10
1603;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;1;individual;Iligan City National School of Fisheries;RFL;1;individual;4-Aug-2017;4-Aug-2017;August;Region 10
1608;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;2;individuals;Buru-Un Gym;RFL;2;individuals;4-Aug-2017;4-Aug-2017;August;Region 10
1698;ICRC;Welfare;RFL;Tracing;1035;103504;Santa Elena;Finished;1;individuals;Sta. Elena Evacuation Center;RFL;1;individuals;11-Aug-2017;11-Aug-2017;August;Region 10
1699;ICRC;Welfare;RFL;Tracing;1035;103504;Tubod;Finished;2;individuals;Chapter Base;RFL;2;individuals;11-Aug-2017;11-Aug-2017;August;Region 10
1752;ICRC;Welfare;RFL;Tracing;1035;103504;Tubod;Finished;1;individuals;Chapter Base;RFL;1;individuals;15-Aug-2017;15-Aug-2017;August;Region 10
2147;ICRC;Welfare;RFL;Tracing;1035;103504;Tubod;Finished;2;individuals;Chapter Base;RFL;2;individuals;15-Sep-2017;15-Sep-2017;September;Region 10
1431;ICRC;Welfare;Welfare;Welfare Desk;1035;103504;Santa Elena;Finished;1;;Sta. Elena Evacuation Center;Established Welfare Desk;1;station;26-Jul-2017;26-Jul-2017;July;Region 10
1434;ICRC;Welfare;Welfare;Welfare Desk;1035;103504;Maria Cristina;Finished;1;;Maria Cristina Gym;Established Welfare Desk;1;station;26-Jul-2017;26-Jul-2017;July;Region 10
1436;ICRC;Welfare;Welfare;Welfare Desk;1035;103504;Buru-Un;Finished;;;Buru-Un Gym;Established Welfare Desk;1;station;26-Jul-2017;26-Jul-2017;July;Region 10
1441;ICRC;Welfare;Welfare;Welfare Desk;1035;103504;Buru-Un;Finished;;;Iligan City National School of Fisheries;Established Welfare Desk;1;station;26-Jul-2017;26-Jul-2017;July;Region 10
305;ICRC;Disaster Management;Disaster Management;MDM Crash Course;1536;153617;Buadi Sacayo;Finished;84;individuals;Marawi City Provincial Capitol;Conduct of MDM Crash COurse;1;activity;9-Jun-2017;9-Jun-2017;June;ARMM
3154;ICRC;Health;Health;BP Taking;1536;153617;Buadi Sacayo;Finished;12;individuals;Marawi City Provincial Capitol;Blood Pressure Taking;12;individuals;15-Nov-2017;15-Nov-2017;November;ARMM
1025;PRC;Relief;Food Items;Food Items (15-days Ration);1536;153617;Bito Buadi Itowa;Finished;229;households;Marawi City Bito Evacuation Center;Relief Distribution;229;packs;6-Jul-2017;6-Jul-2017;July;ARMM
2556;ICRC;Relief;Food Items;food items (3 days ration);1536;153617;Buadi Sacayo;Finished;125;families;Marawi City Provincial Capitol;Relief Distribution;250;packs;15-Oct-2017;15-Oct-2017;October;ARMM
2557;ICRC;Relief;Food Items;food items (3 days ration);1536;153617;Bito Buadi Itowa;Finished;415;families;Marawi City Bito Evacuation Center;Relief Distribution;830;packs;15-Oct-2017;15-Oct-2017;October;ARMM
3067;ICRC;Relief;Food Items;Food Items (3 Days Ration);1536;153617;Buadi Sacayo;Finished;210;Families;Marawi City Provincial Capitol;Relief Distribution;420;packs;11-Nov-2017;11-Nov-2017;November;ARMM
3152;ICRC;Relief;Hot Meals;Hot Meals;1536;153617;Buadi Sacayo;Finished;214;individuals;Marawi City Provincial Capitol;Provision of ready to eat meals;214;individuals;15-Nov-2017;15-Nov-2017;November;ARMM
229;PRC;Relief;Non-Food Items;Kitchen Set;1536;153617;Buadi Sacayo;Finished;165;households;Marawi City Provincial Capitol;Relief Distribution;165;set;6-Jun-2017;6-Jun-2017;June;ARMM
231;PRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153617;Buadi Sacayo;Finished;165;households;Marawi City Provincial Capitol;Relief Distribution;330;pcs;6-Jun-2017;6-Jun-2017;June;ARMM
232;PRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153617;Buadi Sacayo;Finished;165;households;Marawi City Provincial Capitol;Relief Distribution;330;pcs;6-Jun-2017;6-Jun-2017;June;ARMM
233;PRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153617;Buadi Sacayo;Finished;165;households;Marawi City Provincial Capitol;Relief Distribution;330;pcs;6-Jun-2017;6-Jun-2017;June;ARMM
1028;PRC;Relief;Non-Food Items;Kitchen Set;1536;153617;Bito Buadi Itowa;Finished;229;households;Marawi City Bito Evacuation Center;Relief Distribution;229;set;6-Jul-2017;6-Jul-2017;July;ARMM
1030;PRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153617;Bito Buadi Itowa;Finished;229;households;Marawi City Bito Evacuation Center;Relief Distribution;458;pcs;6-Jul-2017;6-Jul-2017;July;ARMM
1031;PRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153617;Bito Buadi Itowa;Finished;229;households;Marawi City Bito Evacuation Center;Relief Distribution;458;pcs;6-Jul-2017;6-Jul-2017;July;ARMM
1032;PRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153617;Bito Buadi Itowa;Finished;229;households;Marawi City Bito Evacuation Center;Relief Distribution;458;pcs;6-Jul-2017;6-Jul-2017;July;ARMM
1491;ICRC;WASH;Hygiene Promotion;Hygiene Promotion;1536;153617;Bito Buadi Itowa;Finished;217;individuals;Marawi City Bito Evacuation Center;Hygiene Promotion;217;individuals;28-Jul-2017;28-Jul-2017;July;ARMM
3387;ICRC;WASH;Hygiene Promotion;Hygiene Promotion;1536;153617;Bito Buadi Itowa;Finished;137;individuals;Marawi City Bito Evacuation Center;Hygiene Promotion;137;individuals;27-Nov-2017;27-Nov-2017;November;ARMM
230;PRC;WASH;Non-Food Items;Hygiene Kit;1536;153617;Buadi Sacayo;Finished;165;households;Marawi City Provincial Capitol;Relief Distribution;165;pcs;6-Jun-2017;6-Jun-2017;June;ARMM
234;PRC;WASH;Non-Food Items;Jerry Can (20L);1536;153617;Buadi Sacayo;Finished;165;households;Marawi City Provincial Capitol;Relief Distribution;165;pcs;6-Jun-2017;6-Jun-2017;June;ARMM
1029;PRC;WASH;Non-Food Items;Hygiene Kit;1536;153617;Bito Buadi Itowa;Finished;229;households;Marawi City Bito Evacuation Center;Relief Distribution;229;pcs;6-Jul-2017;6-Jul-2017;July;ARMM
1033;PRC;WASH;Non-Food Items;Jerry Can (20L);1536;153617;Bito Buadi Itowa;Finished;229;households;Marawi City Bito Evacuation Center;Relief Distribution;229;pcs;6-Jul-2017;6-Jul-2017;July;ARMM
60;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;2500;liters;30-May-2017;30-May-2017;May;ARMM
77;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;2500;liters;31-May-2017;31-May-2017;May;ARMM
107;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;5000;liters;1-Jun-2017;1-Jun-2017;June;ARMM
122;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;5000;liters;2-Jun-2017;2-Jun-2017;June;ARMM
158;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;5000;liters;3-Jun-2017;3-Jun-2017;June;ARMM
174;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;5000;liters;4-Jun-2017;4-Jun-2017;June;ARMM
193;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;5000;liters;5-Jun-2017;5-Jun-2017;June;ARMM
204;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;5000;liters;6-Jun-2017;6-Jun-2017;June;ARMM
252;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;5000;liters;7-Jun-2017;7-Jun-2017;June;ARMM
269;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;5000;liters;8-Jun-2017;8-Jun-2017;June;ARMM
290;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;5000;liters;9-Jun-2017;9-Jun-2017;June;ARMM
334;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;5000;liters;10-Jun-2017;10-Jun-2017;June;ARMM
355;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;5000;liters;11-Jun-2017;11-Jun-2017;June;ARMM
393;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;3000;liters;12-Jun-2017;12-Jun-2017;June;ARMM
406;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;10000;liters;13-Jun-2017;13-Jun-2017;June;ARMM
417;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;10000;liters;14-Jun-2017;14-Jun-2017;June;ARMM
497;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;10000;liters;17-Jun-2017;17-Jun-2017;June;ARMM
599;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;10000;liters;20-Jun-2017;20-Jun-2017;June;ARMM
676;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;10000;liters;22-Jun-2017;22-Jun-2017;June;ARMM
760;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;10000;liters;27-Jun-2017;27-Jun-2017;June;ARMM
824;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;10000;liters;29-Jun-2017;29-Jun-2017;June;ARMM
885;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;10000;liters;1-Jul-2017;1-Jul-2017;July;ARMM
937;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;10000;liters;3-Jul-2017;3-Jul-2017;July;ARMM
988;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;10000;liters;5-Jul-2017;5-Jul-2017;July;ARMM
1038;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;10000;liters;7-Jul-2017;7-Jul-2017;July;ARMM
1085;ICRC;WASH;Water;Water;1536;153617;Menor Street, Marawi;Finished;;;SMD General Hospital (Marawi City);Water Distribution;5000;liters;9-Jul-2017;9-Jul-2017;July;ARMM
1095;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;10000;liters;10-Jul-2017;10-Jul-2017;July;ARMM
1154;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;10000;liters;12-Jul-2017;12-Jul-2017;July;ARMM
1211;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;12000;liters;14-Jul-2017;14-Jul-2017;July;ARMM
1215;ICRC;WASH;Water;Water;1536;153617;Menor Street, Marawi;Finished;;;SMD General Hospital (Marawi City);Water Distribution;5000;liters;14-Jul-2017;14-Jul-2017;July;ARMM
1256;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;10000;liters;16-Jul-2017;16-Jul-2017;July;ARMM
1257;ICRC;WASH;Water;Water;1536;153617;Menor Street, Marawi;Finished;;;SMD General Hospital (Marawi City);Water Distribution;2000;liters;16-Jul-2017;16-Jul-2017;July;ARMM
1282;ICRC;WASH;Water;Water;1536;153617;Menor Street, Marawi;Finished;;;SMD General Hospital (Marawi City);Water Distribution;5000;liters;17-Jul-2017;17-Jul-2017;July;ARMM
1312;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;10000;liters;18-Jul-2017;18-Jul-2017;July;ARMM
1336;ICRC;WASH;Water;Water;1536;153617;Menor Street, Marawi;Finished;;;SMD General Hospital (Marawi City);Water Distribution;100;liters;19-Jul-2017;19-Jul-2017;July;ARMM
1364;ICRC;WASH;Water;Water;1536;153617;Menor Street, Marawi;Finished;;;SMD General Hospital (Marawi City);Water Distribution;7000;liters;20-Jul-2017;20-Jul-2017;July;ARMM
1365;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;10000;liters;20-Jul-2017;20-Jul-2017;July;ARMM
1377;ICRC;WASH;Water;Water;1536;153617;Menor Street, Marawi;Finished;;;SMD General Hospital (Marawi City);Water Distribution;4000;liters;21-Jul-2017;21-Jul-2017;July;ARMM
1390;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;10000;liters;23-Jul-2017;23-Jul-2017;July;ARMM
1410;ICRC;WASH;Water;Water;1536;153617;Buadi Sacayo;Finished;;;Marawi City Provincial Capitol;Water Distribution;10000;liters;25-Jul-2017;25-Jul-2017;July;ARMM
1411;ICRC;WASH;Water;Water;1536;153617;Bito Buadi Itowa;Finished;;;Marawi City Bito Evacuation Center;Water Distribution;5000;liters;25-Jul-2017;25-Jul-2017;July;ARMM
1464;ICRC;WASH;Water;Water;1536;153617;Bito Buadi Itowa;Finished;;;Marawi City Bito Evacuation Center;Water Distribution;5000;liters;27-Jul-2017;27-Jul-2017;July;ARMM
